TIMESTAMP,LOAD
2262008 9:00,142.4
2262008 10:00,132.6
2262008 11:00,125.2
2262008 12:00,118.7
2262008 13:00,114.6
2262008 14:00,116.4
2262008 15:00,115.8
2262008 16:00,115.9
2262008 17:00,120.2
2262008 18:00,126.6
2262008 19:00,141.8
2262008 20:00,144
2262008 21:00,139.4
2262008 22:00,130.3
2262008 23:00,118.1
2272008 0:00,107
2272008 1:00,100.6
2272008 2:00,100.2
2272008 3:00,104.2
2272008 4:00,111
2272008 5:00,122.8
2272008 6:00,142.8
2272008 7:00,173.1
2272008 8:00,173.3
2272008 9:00,154.3
2272008 10:00,142.9
2272008 11:00,137.6
2272008 12:00,138.8
2272008 13:00,138.6
2272008 14:00,135.7
2272008 15:00,132.4
2272008 16:00,134.4
2272008 17:00,145.6
2272008 18:00,165.1
2272008 19:00,193.3
2272008 20:00,200.8
2272008 21:00,203.2
2272008 22:00,201.1
2272008 23:00,192.2
2282008 0:00,183.6
2282008 1:00,183
2282008 2:00,186.7
2282008 3:00,192
2282008 4:00,199.1
2282008 5:00,209.1
2282008 6:00,227
2282008 7:00,252.9
2282008 8:00,243.1
2282008 9:00,218.3
2282008 10:00,200.6
2282008 11:00,187.2
2282008 12:00,174.4
2282008 13:00,162.4
2282008 14:00,153
2282008 15:00,146.4
2282008 16:00,143.9
2282008 17:00,150.4
2282008 18:00,169.2
2282008 19:00,203.9
2282008 20:00,218.2
2282008 21:00,222.5
2282008 22:00,219.5
2282008 23:00,208
2292008 0:00,196.7
2292008 1:00,192.9
2292008 2:00,194
2292008 3:00,196.9
2292008 4:00,201.7
2292008 5:00,209.3
2292008 6:00,222.5
2292008 7:00,244.3
2292008 8:00,236.8
2292008 9:00,200.1
2292008 10:00,171.3
2292008 11:00,152.4
2292008 12:00,138.3
2292008 13:00,127
2292008 14:00,118.6
2292008 15:00,113.1
2292008 16:00,111.9
2292008 17:00,118.4
2292008 18:00,133.7
2292008 19:00,159.5
2292008 20:00,167.6
2292008 21:00,169.8
2292008 22:00,165.7
2292008 23:00,155.7
312008 0:00,144.2
312008 1:00,135.2
312008 2:00,130.9
312008 3:00,129.4
312008 4:00,128.5
312008 5:00,130.5
312008 6:00,135.9
312008 7:00,144.4
312008 8:00,152.1
312008 9:00,152
312008 10:00,146.4
312008 11:00,136.2
312008 12:00,125.9
312008 13:00,117.4
312008 14:00,110.4
312008 15:00,105.1
312008 16:00,102.1
312008 17:00,102.8
312008 18:00,109
312008 19:00,126.9
312008 20:00,134.6
312008 21:00,137.5
312008 22:00,137.8
312008 23:00,135.5
322008 0:00,130.9
322008 1:00,128.3
322008 2:00,129.6
322008 3:00,131.9
322008 4:00,137.6
322008 5:00,144.2
322008 6:00,154.4
322008 7:00,166.4
322008 8:00,179
322008 9:00,175.7
322008 10:00,161.6
322008 11:00,142
322008 12:00,125.1
322008 13:00,117
322008 14:00,111.1
322008 15:00,106.7
322008 16:00,103.2
322008 17:00,104.3
322008 18:00,111.2
322008 19:00,133.7
322008 20:00,148.2
322008 21:00,154.6
322008 22:00,152.4
322008 23:00,144
332008 0:00,136.1
332008 1:00,133.4
332008 2:00,134.8
332008 3:00,139.2
332008 4:00,145.4
332008 5:00,154.2
332008 6:00,171
332008 7:00,195.8
332008 8:00,182.8
332008 9:00,150.3
332008 10:00,128.6
332008 11:00,115.2
332008 12:00,106.9
332008 13:00,100.6
332008 14:00,97.6
332008 15:00,94.6
332008 16:00,94.6
332008 17:00,97.7
332008 18:00,103.1
332008 19:00,123.5
332008 20:00,131.2
332008 21:00,128.3
332008 22:00,120.1
332008 23:00,107.8
342008 0:00,95.1
342008 1:00,88.1
342008 2:00,85.3
342008 3:00,85.1
342008 4:00,86
342008 5:00,90.2
342008 6:00,103.3
342008 7:00,125.6
342008 8:00,122.1
342008 9:00,108.5
342008 10:00,103.7
342008 11:00,99.1
342008 12:00,97.4
342008 13:00,96.3
342008 14:00,94.7
342008 15:00,94
342008 16:00,94.3
342008 17:00,99.2
342008 18:00,106.9
342008 19:00,125.1
342008 20:00,128.8
342008 21:00,122.6
342008 22:00,112.6
342008 23:00,99.9
352008 0:00,88.1
352008 1:00,79.5
352008 2:00,74.7
352008 3:00,72.5
352008 4:00,73.3
352008 5:00,77.2
352008 6:00,88.8
352008 7:00,111.5
352008 8:00,112.7
352008 9:00,104.5
352008 10:00,101.4
352008 11:00,99.3
352008 12:00,98.4
352008 13:00,96.4
352008 14:00,95.5
352008 15:00,94.2
352008 16:00,93.5
352008 17:00,96.7
352008 18:00,101.2
352008 19:00,119
352008 20:00,127.2
352008 21:00,126
352008 22:00,121.5
352008 23:00,112.3
362008 0:00,102.8
362008 1:00,97.9
362008 2:00,98.2
362008 3:00,100.2
362008 4:00,104.3
362008 5:00,112.6
362008 6:00,131.2
362008 7:00,158.9
362008 8:00,154.1
362008 9:00,133.3
362008 10:00,119.6
362008 11:00,108.9
362008 12:00,102.9
362008 13:00,98.4
362008 14:00,96.3
362008 15:00,94
362008 16:00,93.6
362008 17:00,96.6
362008 18:00,101.4
362008 19:00,120.6
362008 20:00,131.4
362008 21:00,130.2
362008 22:00,125.5
362008 23:00,115
372008 0:00,105.1
372008 1:00,99.2
372008 2:00,98.3
372008 3:00,99.6
372008 4:00,102.3
372008 5:00,108.1
372008 6:00,122.1
372008 7:00,145.4
372008 8:00,146
372008 9:00,134.1
372008 10:00,129
372008 11:00,125.9
372008 12:00,123.7
372008 13:00,121.4
372008 14:00,117.7
372008 15:00,113.4
372008 16:00,112.6
372008 17:00,115.7
372008 18:00,118.5
372008 19:00,127.5
372008 20:00,126.1
372008 21:00,120
372008 22:00,112.9
372008 23:00,104.1
382008 0:00,94.7
382008 1:00,86.5
382008 2:00,81.7
382008 3:00,79.1
382008 4:00,77.7
382008 5:00,78.5
382008 6:00,80.7
382008 7:00,85.6
382008 8:00,94.3
382008 9:00,105.2
382008 10:00,112.4
382008 11:00,114.4
382008 12:00,112.9
382008 13:00,109.7
382008 14:00,105
382008 15:00,101.4
382008 16:00,100.7
382008 17:00,102.9
382008 18:00,112.7
382008 19:00,134.2
382008 20:00,147
382008 21:00,152.8
382008 22:00,154.3
382008 23:00,152.2
392008 0:00,148.5
392008 1:00,143.1
392008 2:00,142.7
392008 3:00,142.2
392008 4:00,145.3
392008 5:00,149.5
392008 6:00,156.7
392008 7:00,166.8
392008 8:00,180.7
392008 9:00,192.9
392008 10:00,191.9
392008 11:00,178.5
392008 12:00,160.5
392008 13:00,147.4
392008 14:00,136.8
392008 15:00,127.3
392008 16:00,118.1
392008 17:00,113
392008 18:00,112.2
392008 19:00,117.8
392008 20:00,140.2
392008 21:00,160.8
392008 22:00,168.1
392008 23:00,163.6
3102008 0:00,154.5
3102008 1:00,149
3102008 2:00,149.3
3102008 3:00,152.3
3102008 4:00,157.3
3102008 5:00,165.4
3102008 6:00,180.1
3102008 7:00,204.7
3102008 8:00,208.1
3102008 9:00,184.4
3102008 10:00,161.6
3102008 11:00,143.1
3102008 12:00,128.4
3102008 13:00,117.2
3102008 14:00,109.6
3102008 15:00,103.8
3102008 16:00,100.1
3102008 17:00,101.7
3102008 18:00,104.7
3102008 19:00,114
3102008 20:00,135.2
3102008 21:00,148.5
3102008 22:00,146.7
3102008 23:00,136.7
3112008 0:00,123.9
3112008 1:00,115.3
3112008 2:00,111.8
3112008 3:00,111.2
3112008 4:00,112.8
3112008 5:00,120
3112008 6:00,136.3
3112008 7:00,166.1
3112008 8:00,170.8
3112008 9:00,151.7
3112008 10:00,134.1
3112008 11:00,120.9
3112008 12:00,111.4
3112008 13:00,104.8
3112008 14:00,100.1
3112008 15:00,97.4
3112008 16:00,96.5
3112008 17:00,99.2
3112008 18:00,104.4
3112008 19:00,112.4
3112008 20:00,128.6
3112008 21:00,138.3
3112008 22:00,132.6
3112008 23:00,122.2
3122008 0:00,109
3122008 1:00,100.8
3122008 2:00,97.7
3122008 3:00,97.7
3122008 4:00,100.6
3122008 5:00,107.1
3122008 6:00,121.7
3122008 7:00,149.6
3122008 8:00,153.7
3122008 9:00,137.2
3122008 10:00,125.4
3122008 11:00,117.2
3122008 12:00,110
3122008 13:00,104.1
3122008 14:00,100.6
3122008 15:00,97.6
3122008 16:00,96.1
3122008 17:00,98
3122008 18:00,100.4
3122008 19:00,106
3122008 20:00,120.1
3122008 21:00,132.1
3122008 22:00,130.8
3122008 23:00,123
3132008 0:00,112.8
3132008 1:00,107.2
3132008 2:00,107.5
3132008 3:00,110
3132008 4:00,114.7
3132008 5:00,122.4
3132008 6:00,139.4
3132008 7:00,168.8
3132008 8:00,170.7
3132008 9:00,149.8
3132008 10:00,130.4
3132008 11:00,116.2
3132008 12:00,107.2
3132008 13:00,101
3132008 14:00,98.3
3132008 15:00,96.5
3132008 16:00,96.2
3132008 17:00,98.3
3132008 18:00,100.4
3132008 19:00,104.2
3132008 20:00,118.4
3132008 21:00,126.9
3132008 22:00,121
3132008 23:00,108.6
3142008 0:00,94.3
3142008 1:00,84.5
3142008 2:00,80.8
3142008 3:00,80
3142008 4:00,81.7
3142008 5:00,86.8
3142008 6:00,100.8
3142008 7:00,127.4
3142008 8:00,132.3
3142008 9:00,121.5
3142008 10:00,117.1
3142008 11:00,111.6
3142008 12:00,106.7
3142008 13:00,102.2
3142008 14:00,97.4
3142008 15:00,95.3
3142008 16:00,94.1
3142008 17:00,95.4
3142008 18:00,96.5
3142008 19:00,99.8
3142008 20:00,110.2
3142008 21:00,117.5
3142008 22:00,113.8
3142008 23:00,106.6
3152008 0:00,96.6
3152008 1:00,88
3152008 2:00,83.3
3152008 3:00,81.7
3152008 4:00,81.8
3152008 5:00,84.1
3152008 6:00,88.9
3152008 7:00,97.9
3152008 8:00,107.8
3152008 9:00,115.6
3152008 10:00,114.9
3152008 11:00,110.7
3152008 12:00,106.6
3152008 13:00,103.2
3152008 14:00,100.5
3152008 15:00,98.5
3152008 16:00,97.7
3152008 17:00,98.8
3152008 18:00,100
3152008 19:00,105.2
3152008 20:00,115.9
3152008 21:00,117.3
3152008 22:00,113.4
3152008 23:00,106.7
3162008 0:00,99.1
3162008 1:00,90.3
3162008 2:00,85.8
3162008 3:00,84.5
3162008 4:00,84.8
3162008 5:00,87.3
3162008 6:00,92.4
3162008 7:00,101.5
3162008 8:00,116.3
3162008 9:00,137.7
3162008 10:00,147.6
3162008 11:00,141.3
3162008 12:00,131.9
3162008 13:00,128.4
3162008 14:00,124.3
3162008 15:00,117.8
3162008 16:00,111.5
3162008 17:00,108.7
3162008 18:00,108.7
3162008 19:00,111.2
3162008 20:00,127
3162008 21:00,141.7
3162008 22:00,141.5
3162008 23:00,132.9
3172008 0:00,123.8
3172008 1:00,119
3172008 2:00,119.6
3172008 3:00,123.2
3172008 4:00,129.1
3172008 5:00,139.2
3172008 6:00,158.4
3172008 7:00,189.5
3172008 8:00,192.3
3172008 9:00,172.8
3172008 10:00,160.4
3172008 11:00,148
3172008 12:00,137.1
3172008 13:00,128
3172008 14:00,120.6
3172008 15:00,113.8
3172008 16:00,109.8
3172008 17:00,111.4
3172008 18:00,115.9
3172008 19:00,127.8
3172008 20:00,150.5
3172008 21:00,163.4
3172008 22:00,160.2
3172008 23:00,150.2
3182008 0:00,139.7
3182008 1:00,135.5
3182008 2:00,136.6
3182008 3:00,140.9
3182008 4:00,147.2
3182008 5:00,156
3182008 6:00,173.5
3182008 7:00,203.2
3182008 8:00,203.3
3182008 9:00,175.8
3182008 10:00,153.1
3182008 11:00,140.1
3182008 12:00,129.7
3182008 13:00,121.8
3182008 14:00,117.4
3182008 15:00,113.5
3182008 16:00,113.2
3182008 17:00,116.8
3182008 18:00,122.7
3182008 19:00,130.3
3182008 20:00,143.9
3182008 21:00,149.8
3182008 22:00,141.4
3182008 23:00,129
3192008 0:00,112.8
3192008 1:00,102.5
3192008 2:00,97.8
3192008 3:00,95.8
3192008 4:00,95.7
3192008 5:00,98.7
3192008 6:00,109.6
3192008 7:00,132.8
3192008 8:00,131.2
3192008 9:00,118.4
3192008 10:00,110.8
3192008 11:00,105.1
3192008 12:00,101.9
3192008 13:00,99.3
3192008 14:00,97.8
3192008 15:00,96.3
3192008 16:00,97.6
3192008 17:00,100.5
3192008 18:00,104.5
3192008 19:00,110.1
3192008 20:00,121
3192008 21:00,127.5
3192008 22:00,119.9
3192008 23:00,107.3
3202008 0:00,93.1
3202008 1:00,82.5
3202008 2:00,78
3202008 3:00,75.9
3202008 4:00,74.9
3202008 5:00,76.7
3202008 6:00,85.2
3202008 7:00,107.6
3202008 8:00,113.4
3202008 9:00,109.3
3202008 10:00,108.9
3202008 11:00,108.1
3202008 12:00,107.5
3202008 13:00,105.4
3202008 14:00,103.1
3202008 15:00,100.2
3202008 16:00,99.5
3202008 17:00,101
3202008 18:00,103.8
3202008 19:00,109.9
3202008 20:00,125.3
3202008 21:00,139.4
3202008 22:00,139
3202008 23:00,133.2
3212008 0:00,123.5
3212008 1:00,115.7
3212008 2:00,114.4
3212008 3:00,115.6
3212008 4:00,120.1
3212008 5:00,127.4
3212008 6:00,141.1
3212008 7:00,162.8
3212008 8:00,174.4
3212008 9:00,165.2
3212008 10:00,148.4
3212008 11:00,133.6
3212008 12:00,121.7
3212008 13:00,111.6
3212008 14:00,105.1
3212008 15:00,100.1
3212008 16:00,98.1
3212008 17:00,99.5
3212008 18:00,101.1
3212008 19:00,103.5
3212008 20:00,114.6
3212008 21:00,127
3212008 22:00,127.3
3212008 23:00,123.2
3222008 0:00,115.3
3222008 1:00,108.3
3222008 2:00,103.6
3222008 3:00,102.4
3222008 4:00,102
3222008 5:00,104.2
3222008 6:00,109.7
3222008 7:00,117.4
3222008 8:00,127.3
3222008 9:00,136
3222008 10:00,133.5
3222008 11:00,124.2
3222008 12:00,114.4
3222008 13:00,107.4
3222008 14:00,103.4
3222008 15:00,100.8
3222008 16:00,100.7
3222008 17:00,101.3
3222008 18:00,103
3222008 19:00,104.6
3222008 20:00,114
3222008 21:00,123
3222008 22:00,119.9
3222008 23:00,112.2
3232008 0:00,103.6
3232008 1:00,97.2
3232008 2:00,94.2
3232008 3:00,95.7
3232008 4:00,99.7
3232008 5:00,107
3232008 6:00,119.4
3232008 7:00,134.6
3232008 8:00,153.2
3232008 9:00,168.7
3232008 10:00,166.4
3232008 11:00,148.3
3232008 12:00,128.9
3232008 13:00,119.4
3232008 14:00,112.7
3232008 15:00,107.7
3232008 16:00,103.2
3232008 17:00,100.9
3232008 18:00,100.7
3232008 19:00,104.9
3232008 20:00,124.7
3232008 21:00,140.7
3232008 22:00,141.9
3232008 23:00,136.3
3242008 0:00,128.4
3242008 1:00,122.4
3242008 2:00,122
3242008 3:00,123.1
3242008 4:00,125.7
3242008 5:00,132
3242008 6:00,144
3242008 7:00,160
3242008 8:00,168
3242008 9:00,168.1
3242008 10:00,165
3242008 11:00,156.3
3242008 12:00,145.9
3242008 13:00,135.5
3242008 14:00,127.7
3242008 15:00,121.5
3242008 16:00,118.8
3242008 17:00,122.3
3242008 18:00,130.3
3242008 19:00,142.8
3242008 20:00,162.7
3242008 21:00,172.9
3242008 22:00,167.9
3242008 23:00,157.8
3252008 0:00,145.9
3252008 1:00,141.1
3252008 2:00,141
3252008 3:00,143.4
3252008 4:00,148
3252008 5:00,155.2
3252008 6:00,169.4
3252008 7:00,188.3
3252008 8:00,194.2
3252008 9:00,179.7
3252008 10:00,163.7
3252008 11:00,147.7
3252008 12:00,135.9
3252008 13:00,124.9
3252008 14:00,116.5
3252008 15:00,109.7
3252008 16:00,105.6
3252008 17:00,106
3252008 18:00,110
3252008 19:00,118.9
3252008 20:00,138.2
3252008 21:00,153.9
3252008 22:00,153.6
3252008 23:00,146.2
3262008 0:00,134.4
3262008 1:00,127.6
3262008 2:00,125.9
3262008 3:00,126.3
3262008 4:00,127.9
3262008 5:00,133.2
3262008 6:00,145.7
3262008 7:00,161.5
3262008 8:00,163.3
3262008 9:00,151.2
3262008 10:00,140.7
3262008 11:00,129.7
3262008 12:00,118.5
3262008 13:00,109.7
3262008 14:00,104.9
3262008 15:00,101.4
3262008 16:00,98.8
3262008 17:00,100.8
3262008 18:00,103.7
3262008 19:00,109.1
3262008 20:00,119.4
3262008 21:00,128.7
3262008 22:00,122.3
3262008 23:00,110.9
3272008 0:00,98.2
3272008 1:00,89.8
3272008 2:00,87
3272008 3:00,87.1
3272008 4:00,90.2
3272008 5:00,96
3272008 6:00,108.6
3272008 7:00,126.5
3272008 8:00,132.4
3272008 9:00,125.3
3272008 10:00,117.4
3272008 11:00,110.8
3272008 12:00,106.1
3272008 13:00,99.1
3272008 14:00,99.6
3272008 15:00,98.6
3272008 16:00,98.6
3272008 17:00,101.2
3272008 18:00,103.7
3272008 19:00,107.5
3272008 20:00,115.6
3272008 21:00,125.8
3272008 22:00,119.6
3272008 23:00,107.2
3282008 0:00,93.5
3282008 1:00,83.4
3282008 2:00,78.4
3282008 3:00,76.5
3282008 4:00,76.7
3282008 5:00,79.8
3282008 6:00,88.6
3282008 7:00,102.2
3282008 8:00,108
3282008 9:00,107.1
3282008 10:00,106.6
3282008 11:00,106.1
3282008 12:00,104.5
3282008 13:00,103
3282008 14:00,102
3282008 15:00,102.2
3282008 16:00,103.8
3282008 17:00,106.4
3282008 18:00,108.4
3282008 19:00,110.5
3282008 20:00,116.5
3282008 21:00,124.4
3282008 22:00,118.9
3282008 23:00,108.1
3292008 0:00,96.8
3292008 1:00,85.5
3292008 2:00,79
3292008 3:00,75.8
3292008 4:00,75.6
3292008 5:00,77.6
3292008 6:00,83.2
3292008 7:00,92.9
3292008 8:00,106.4
3292008 9:00,124.3
3292008 10:00,135.6
3292008 11:00,141.1
3292008 12:00,143
3292008 13:00,142.4
3292008 14:00,139.7
3292008 15:00,138
3292008 16:00,138.3
3292008 17:00,142.3
3292008 18:00,147.6
3292008 19:00,153.3
3292008 20:00,161.8
3292008 21:00,164.8
3292008 22:00,160.1
3292008 23:00,152
3302008 0:00,141.7
3302008 1:00,131.5
3302008 2:00,125.4
3302008 3:00,123.1
3302008 4:00,122.9
3302008 5:00,124.2
3302008 6:00,128
3302008 7:00,136.2
3302008 8:00,147.9
3302008 9:00,162.8
3302008 10:00,170.4
3302008 11:00,167.8
3302008 12:00,162.9
3302008 13:00,162.5
3302008 14:00,161.4
3302008 15:00,159.6
3302008 16:00,157.5
3302008 17:00,157.5
3302008 18:00,158.4
3302008 19:00,161.1
3302008 20:00,167.3
3302008 21:00,169.7
3302008 22:00,159.4
3302008 23:00,144.2
3312008 0:00,129.8
3312008 1:00,120.7
3312008 2:00,115.3
3312008 3:00,112.9
3312008 4:00,113
3312008 5:00,115.8
3312008 6:00,126.1
3312008 7:00,147.6
3312008 8:00,145.8
3312008 9:00,134.5
3312008 10:00,127.2
3312008 11:00,120.3
3312008 12:00,115.8
3312008 13:00,110.8
3312008 14:00,106.7
3312008 15:00,103.6
3312008 16:00,102.3
3312008 17:00,104.7
3312008 18:00,108.9
3312008 19:00,114.9
3312008 20:00,124.1
3312008 21:00,132.1
3312008 22:00,124.5
3312008 23:00,111.4
412008 0:00,96.7
412008 1:00,86.8
412008 2:00,82.9
412008 3:00,81
412008 4:00,80.9
412008 5:00,83.3
412008 6:00,93.2
412008 7:00,113.6
412008 8:00,114
412008 9:00,105.4
412008 10:00,102.1
412008 11:00,100.3
412008 12:00,100.1
412008 13:00,98.9
412008 14:00,98.4
412008 15:00,97.8
412008 16:00,98.7
412008 17:00,102.2
412008 18:00,104.7
412008 19:00,109
412008 20:00,115.4
412008 21:00,126.9
412008 22:00,121.1
412008 23:00,108.5
422008 0:00,93.3
422008 1:00,82.1
422008 2:00,77
422008 3:00,74.3
422008 4:00,74
422008 5:00,76.3
422008 6:00,85
422008 7:00,105.4
422008 8:00,108.5
422008 9:00,104.3
422008 10:00,104
422008 11:00,103.1
422008 12:00,102.3
422008 13:00,99.9
422008 14:00,98.3
422008 15:00,97
422008 16:00,96.8
422008 17:00,99.2
422008 18:00,102.7
422008 19:00,109
422008 20:00,120.8
422008 21:00,136.4
422008 22:00,134.9
422008 23:00,127.3
432008 0:00,115.3
432008 1:00,106.9
432008 2:00,103.9
432008 3:00,103
432008 4:00,104.6
432008 5:00,110.1
432008 6:00,124.9
432008 7:00,151.7
432008 8:00,151.6
432008 9:00,137.5
432008 10:00,131.2
432008 11:00,127.8
432008 12:00,125.9
432008 13:00,123
432008 14:00,121.7
432008 15:00,120.5
432008 16:00,123.1
432008 17:00,130.8
432008 18:00,139
432008 19:00,145.6
432008 20:00,152.7
432008 21:00,153.6
432008 22:00,143.2
432008 23:00,128.8
442008 0:00,113.8
442008 1:00,103.2
442008 2:00,97.9
442008 3:00,94.9
442008 4:00,94.4
442008 5:00,97.8
442008 6:00,109.4
442008 7:00,129.1
442008 8:00,131.7
442008 9:00,124.3
442008 10:00,120.6
442008 11:00,115.1
442008 12:00,109.9
442008 13:00,104.3
442008 14:00,99.5
442008 15:00,97.5
442008 16:00,97.3
442008 17:00,98.5
442008 18:00,100.2
442008 19:00,102.5
442008 20:00,107.9
442008 21:00,118.5
442008 22:00,115
442008 23:00,106.9
452008 0:00,96.5
452008 1:00,86.3
452008 2:00,80.4
452008 3:00,76.9
452008 4:00,75.3
452008 5:00,75.6
452008 6:00,77.8
452008 7:00,81.8
452008 8:00,87.7
452008 9:00,100.1
452008 10:00,108.8
452008 11:00,112.2
452008 12:00,113.3
452008 13:00,111.9
452008 14:00,108.8
452008 15:00,106
452008 16:00,106.3
452008 17:00,106.9
452008 18:00,110.1
452008 19:00,111.2
452008 20:00,115.9
452008 21:00,119.6
452008 22:00,114.4
452008 23:00,106.3
462008 0:00,97.1
462008 1:00,87.9
462008 2:00,82.1
462008 3:00,79.3
462008 4:00,78.5
462008 5:00,79.5
462008 6:00,83
462008 7:00,90
462008 8:00,101.7
462008 9:00,120
462008 10:00,129.5
462008 11:00,126.4
462008 12:00,121.1
462008 13:00,120.2
462008 14:00,119.6
462008 15:00,118.1
462008 16:00,117.2
462008 17:00,117.8
462008 18:00,121.5
462008 19:00,127.2
462008 20:00,137.5
462008 21:00,144.2
462008 22:00,138.3
462008 23:00,127.8
472008 0:00,115.9
472008 1:00,107.2
472008 2:00,103.4
472008 3:00,102.8
472008 4:00,103.9
472008 5:00,108.7
472008 6:00,120.6
472008 7:00,142
472008 8:00,146.2
472008 9:00,141.7
472008 10:00,140.6
472008 11:00,139.3
472008 12:00,137.1
472008 13:00,133.9
472008 14:00,130
472008 15:00,127
472008 16:00,125.3
472008 17:00,131.2
472008 18:00,140.5
472008 19:00,149.2
472008 20:00,157.6
472008 21:00,164.1
472008 22:00,155.5
472008 23:00,141.3
482008 0:00,126.7
482008 1:00,117.7
482008 2:00,113
482008 3:00,112.1
482008 4:00,113.7
482008 5:00,118
482008 6:00,131.5
482008 7:00,154.6
482008 8:00,155.4
482008 9:00,147.3
482008 10:00,143
482008 11:00,139.6
482008 12:00,132.1
482008 13:00,123.2
482008 14:00,115.6
482008 15:00,111.5
482008 16:00,111.6
482008 17:00,117.5
482008 18:00,124.6
482008 19:00,133.8
482008 20:00,144
482008 21:00,151.2
482008 22:00,145.3
482008 23:00,133
492008 0:00,119.1
492008 1:00,109.3
492008 2:00,105.4
492008 3:00,104.8
492008 4:00,105.2
492008 5:00,110
492008 6:00,122.1
492008 7:00,142.1
492008 8:00,141.3
492008 9:00,132.2
492008 10:00,127.5
492008 11:00,122.1
492008 12:00,116.8
492008 13:00,111.3
492008 14:00,107.7
492008 15:00,105
492008 16:00,104.8
492008 17:00,107.7
492008 18:00,112.5
492008 19:00,118
492008 20:00,123.5
492008 21:00,132.9
492008 22:00,126.8
492008 23:00,114.3
4102008 0:00,101.5
4102008 1:00,92.3
4102008 2:00,88.9
4102008 3:00,87.9
4102008 4:00,88.3
4102008 5:00,92.2
4102008 6:00,102.3
4102008 7:00,122
4102008 8:00,125.8
4102008 9:00,119.6
4102008 10:00,112.3
4102008 11:00,106.1
4102008 12:00,103.3
4102008 13:00,101.6
4102008 14:00,101.5
4102008 15:00,102.5
4102008 16:00,104.5
4102008 17:00,106.9
4102008 18:00,110.1
4102008 19:00,112.8
4102008 20:00,117.4
4102008 21:00,131
4102008 22:00,125.1
4102008 23:00,110.8
4112008 0:00,95.3
4112008 1:00,83.8
4112008 2:00,78.4
4112008 3:00,76.1
4112008 4:00,75.4
4112008 5:00,77.9
4112008 6:00,86.8
4112008 7:00,103.4
4112008 8:00,108.8
4112008 9:00,107.5
4112008 10:00,105.5
4112008 11:00,103.2
4112008 12:00,104.4
4112008 13:00,106.9
4112008 14:00,109
4112008 15:00,111
4112008 16:00,114.6
4112008 17:00,119.2
4112008 18:00,120.9
4112008 19:00,120.9
4112008 20:00,121.8
4112008 21:00,133.6
4112008 22:00,127.8
4112008 23:00,116.5
4122008 0:00,103.9
4122008 1:00,91.4
4122008 2:00,84
4122008 3:00,79.8
4122008 4:00,77.6
4122008 5:00,77.5
4122008 6:00,80.2
4122008 7:00,83.5
4122008 8:00,90.3
4122008 9:00,102.5
4122008 10:00,110.3
4122008 11:00,114.5
4122008 12:00,116.9
4122008 13:00,119.1
4122008 14:00,120
4122008 15:00,120.4
4122008 16:00,119.7
4122008 17:00,119.3
4122008 18:00,116.5
4122008 19:00,114.4
4122008 20:00,114.9
4122008 21:00,124.5
4122008 22:00,119.2
4122008 23:00,109.6
4132008 0:00,97.9
4132008 1:00,87.1
4132008 2:00,79.4
4132008 3:00,75.9
4132008 4:00,73.7
4132008 5:00,74.1
4132008 6:00,76.2
4132008 7:00,80.3
4132008 8:00,91.8
4132008 9:00,107.6
4132008 10:00,114.1
4132008 11:00,109.9
4132008 12:00,105.2
4132008 13:00,104.9
4132008 14:00,104.6
4132008 15:00,103.7
4132008 16:00,102.1
4132008 17:00,102.3
4132008 18:00,103.3
4132008 19:00,105.5
4132008 20:00,112.5
4132008 21:00,125.9
4132008 22:00,120.4
4132008 23:00,109.3
4142008 0:00,97.2
4142008 1:00,90
4142008 2:00,87.3
4142008 3:00,87.7
4142008 4:00,91.4
4142008 5:00,98.3
4142008 6:00,116.7
4142008 7:00,147.9
4142008 8:00,148.5
4142008 9:00,129.9
4142008 10:00,119.7
4142008 11:00,114
4142008 12:00,111.1
4142008 13:00,110.6
4142008 14:00,111
4142008 15:00,110.3
4142008 16:00,110.1
4142008 17:00,114.6
4142008 18:00,121.3
4142008 19:00,129.9
4142008 20:00,141.5
4142008 21:00,155.7
4142008 22:00,151.8
4142008 23:00,139.9
4152008 0:00,126.7
4152008 1:00,119.5
4152008 2:00,117.4
4152008 3:00,117.4
4152008 4:00,119.7
4152008 5:00,125.5
4152008 6:00,141.9
4152008 7:00,169.9
4152008 8:00,166
4152008 9:00,146.3
4152008 10:00,133.6
4152008 11:00,124.6
4152008 12:00,118.4
4152008 13:00,114.2
4152008 14:00,110.7
4152008 15:00,107.1
4152008 16:00,106.5
4152008 17:00,108.6
4152008 18:00,113.4
4152008 19:00,120.2
4152008 20:00,132.8
4152008 21:00,152.3
4152008 22:00,152.5
4152008 23:00,143
4162008 0:00,132.7
4162008 1:00,127
4162008 2:00,127.5
4162008 3:00,131.2
4162008 4:00,136.2
4162008 5:00,144.5
4162008 6:00,162.3
4162008 7:00,187.1
4162008 8:00,178.7
4162008 9:00,149.9
4162008 10:00,131.5
4162008 11:00,119.9
4162008 12:00,113.3
4162008 13:00,108.7
4162008 14:00,105
4162008 15:00,102.6
4162008 16:00,101.6
4162008 17:00,103.8
4162008 18:00,105.5
4162008 19:00,111.2
4162008 20:00,117.1
4162008 21:00,135.7
4162008 22:00,135.1
4162008 23:00,126
4172008 0:00,115.5
4172008 1:00,110.5
4172008 2:00,112
4172008 3:00,115.9
4172008 4:00,121.5
4172008 5:00,130.6
4172008 6:00,149.9
